Latitude,Longitude,Vegetation_Type
54.48337948716866,1.7571589601151416,Heathland
50.12163749388172,-6.140248993221459,Grassland
55.263021189372736,-0.4541546270146952,Wetland
54.36431025612805,-0.2689548224551759,Grassland
55.4323947909737,-0.3855375029735608,Forest
51.774242984385836,-6.133258711864214,Heathland
55.72196625908503,1.741797708786887,Wetland
56.45086974548117,-5.6115570850633585,Forest
58.012069552286626,-5.8832981795991355,Heathland
55.82138986114031,-3.6427669222908916,Heathland
50.0797587514019,-3.116198535683008,Wetland
51.64853698204428,-3.285886617316468,Heathland
56.190016742501676,-6.677968355241248,Shrubland
54.00571023535905,-5.056534194832613,Forest
50.047850695779225,-2.2343328525928836,Grassland
58.577229180429924,-3.257489771563777,Heathland
56.073479442357154,-2.687518118066566,Heathland
57.564934192043516,0.07862288770177184,Forest
51.82828917978518,-1.5844968470360996,Forest
56.06625176265481,-4.9819213871553,Forest
55.62235106914204,-4.421318721631033,Grassland
58.06553611385972,-6.384470305568472,Wetland
57.04796679457611,-0.33703158261662747,Grassland
54.22927061830799,-5.556568366002337,Wetland
54.32332171391612,-3.7382234498999463,Grassland
56.53904613890307,-0.35086861368988753,Wetland
56.6084405580494,0.19533736302055793,Forest
56.74282629370883,-5.602511735420564,Heathland
51.322294634626665,1.6002549617885293,Grassland
51.9192905509635,-6.226938771806625,Forest
49.90480267978314,-1.6486438144271558,Wetland
52.913015549328364,-4.532233039822554,Wetland
53.036384518266594,-4.869414979245434,Forest
53.15330098648659,-5.70419998636314,Wetland
54.50698983194482,-2.5283698796685705,Wetland
55.88062589198714,-0.05571221838821927,Grassland
54.10378620302838,-0.5583689014121873,Forest
57.36202434754471,-3.9024378563362,Grassland
51.683256723955736,-0.30323681379200984,Wetland
57.695816350591585,-3.2955826753350257,Heathland
58.369402061712,1.1425270458171592,Grassland
58.01153471134632,0.8384934012808483,Forest
56.25875924822888,-1.4634920285969075,Forest
51.27155849599578,-6.694326340598639,Shrubland
58.506029205562314,-5.143108945071763,Heathland
52.337273609153655,-3.5615581162511036,Grassland
51.04444365050162,-2.888388531590457,Shrubland
50.887591373622016,-1.9376911094225449,Wetland
54.44752651282569,-1.580476159918324,Heathland
53.701787627931374,-3.0206493207123533,Shrubland
58.48155979440197,-6.482172163874197,Forest
57.06152798772694,-2.30710112114686,Heathland
50.167031505736816,-5.212404507924539,Heathland
51.169130485221096,-3.058414820495294,Heathland
58.37049172699192,-6.387320317277209,Forest
57.064684756200066,0.9499678450541129,Wetland
54.44659430380146,1.555828024728779,Forest
50.29994332397146,0.9364685090801697,Forest
58.52600696957973,-0.2685481836848016,Grassland
51.81446567974561,-6.51129483837884,Heathland
55.1391268487178,-5.754573678445615,Shrubland
51.9942890629981,-5.867808247615871,Heathland
52.518462018158075,-1.2114089075621175,Grassland
54.54335914782357,-7.532914702980295,Forest
55.271865343415904,-6.525208659920111,Grassland
58.69220589749558,-6.811022004163592,Shrubland
52.01727653614437,-5.511495651906033,Grassland
49.96085525504873,-3.2887207311478095,Wetland
50.381631999495525,-1.7209250095956978,Wetland
51.086305882237696,-6.422202384047026,Shrubland
52.28157143843635,-1.7920363136922806,Wetland
57.194162848551684,-5.380575974504536,Heathland
57.03558929598417,-4.75139318360776,Shrubland
56.25492191528363,-3.242689182344564,Grassland
50.68702431289432,0.9399065103629862,Wetland
56.456995950472745,-2.770317535686834,Shrubland
52.84940182784671,-1.7908103048714192,Forest
54.251784352035926,-1.817353661242267,Forest
56.21993714352652,0.31691010212415893,Wetland
56.018051303050385,-2.5698490556960607,Wetland
57.89064014011613,-0.0729092250879333,Wetland
55.05598603745273,-1.4242372160337355,Wetland
54.06311105844763,-1.274205834918841,Heathland
52.53361528599965,0.5392910761093663,Heathland
50.44131898760038,-2.1809993855491916,Forest
54.26189432029369,-4.729245210529607,Grassland
56.380098423511484,-0.6533808074358713,Heathland
56.01100056678445,-7.281070592576024,Heathland
57.53035906900909,-6.189168160367618,Shrubland
51.89728465573313,-6.208537856225435,Forest
57.89866986073597,-5.081349249091702,Forest
56.000943589314154,-2.488105497504324,Wetland
52.34627929180803,0.1352745414241765,Heathland
58.569242292545695,-3.978621174606652,Shrubland
51.14347592161466,-3.7777972947263114,Shrubland
53.239452682730004,-3.119616603583844,Forest
55.784094606353285,-0.8351279888312089,Wetland
58.46243327717432,0.17950457445220547,Shrubland
57.530793125006596,0.011432289789402361,Wetland
50.49899335050669,-5.28280465385759,Grassland
50.58640508353347,-5.337975432258663,Grassland
58.23360286269646,-4.919048559440483,Forest
51.00428346643561,-4.168457596281208,Forest
52.326425891906325,-2.972328162914451,Heathland
54.116515606087745,-6.746995790935855,Grassland
53.61067446347993,-5.489603102440909,Grassland
52.086949134728904,-4.852319092785372,Grassland
53.932306568820195,-0.8822622861082019,Forest
54.46481632883762,-3.190377243918361,Shrubland
53.60769720180018,0.6843046139029969,Heathland
50.79359328873829,0.7338072832534941,Wetland
50.37752515480381,1.3660302308181933,Wetland
52.46360941289327,-1.1507667743796137,Grassland
54.47747741469281,-3.1059442239144897,Heathland
52.278193521892305,-2.691188602535272,Shrubland
57.49360826038396,-7.269897252832876,Grassland
50.7310662060386,1.2819261828093822,Heathland
52.19582555245432,-7.5269812742525986,Heathland
51.027265763569936,-4.646401401338469,Forest
53.698752002021614,-5.177769728572233,Wetland
56.945998138758156,-4.403320696020753,Forest
54.622705674574604,-2.7953731128583783,Grassland
53.15706321280493,-1.5941581800422089,Shrubland
55.022053727788844,-6.734357677611326,Wetland
53.08765568664064,-0.4121946063608499,Grassland
58.16189535461841,-1.1288012807030627,Wetland
56.934089674929766,1.103862034542285,Forest
58.59661459804222,-4.00859087541421,Forest
50.07613334699922,-4.1821319475849394,Wetland
50.605987569558124,-2.934816577545816,Wetland
51.42829270623385,-1.5461759035699183,Forest
53.590883731352996,-0.24959347828909628,Shrubland
52.677187650521674,-4.5636430642154115,Heathland
58.2151786518229,1.3714982118957035,Wetland
57.667386084908486,-6.730626680271539,Shrubland
57.74444565219858,-1.9156005807454841,Grassland
50.61977303313762,0.46996731241348577,Shrubland
57.12878302753358,1.6550847500018868,Shrubland
57.44114330307282,-5.260247182754806,Forest
50.463837715659345,-1.1461398654329882,Shrubland
51.15313121098275,-1.1516980220881017,Shrubland
58.444811233968046,-0.5831552529794362,Heathland
50.25617740226155,-1.3371534154800928,Shrubland
50.48856553697896,-5.586583901300144,Heathland
52.447650620404964,1.6141743957912418,Shrubland
50.27307686180768,-4.370132813509695,Wetland
56.90609128979176,1.0458534950495615,Forest
53.32959245446521,0.5312903368587403,Forest
55.051399386322316,-4.019598959495145,Shrubland
54.49632412747428,-6.601760178369381,Forest
56.1291591816371,-4.1918184747477,Shrubland
57.16641116722683,-3.982628397061345,Wetland
57.052415627888955,-0.5670860003478309,Grassland
53.64089529833015,-6.399190787589065,Forest
53.67180916317885,0.6798147079057593,Wetland
49.99887234395624,-4.016905071780872,Heathland
52.86854433123551,-3.025227870824634,Forest
55.35665214445475,-2.0520193177623733,Forest
49.97967316084479,0.9806033029531918,Grassland
51.48335500854163,-5.92922722798717,Forest
56.24155805937376,-6.41850374455103,Forest
53.61298998966332,-6.252625424915231,Heathland
57.08289564864411,-4.0109679002914564,Heathland
58.1669191165349,0.9993194970682104,Shrubland
53.33344811470986,-1.6440993983115142,Heathland
50.35979724771802,-7.004457311279847,Shrubland
54.47087053561039,-5.646880176427093,Wetland
58.449415054994994,-0.9108775204171122,Forest
50.00411209070741,-4.599339916261729,Heathland
52.61563672088083,-4.892655641443823,Wetland
57.85036196439775,1.0724747773658052,Heathland
50.93600235174053,-2.0589749884421717,Heathland
53.65690996820344,-6.012592430794079,Wetland
54.879602960915996,-3.7158308119992003,Wetland
51.62398290656039,-2.89693351608505,Grassland
52.13622396714199,-4.849435187395507,Wetland
53.866593592181175,-6.414359324945242,Forest
51.585218679400484,-4.957876770629162,Forest
53.921200120499975,-4.540313372086456,Wetland
57.59822293704801,-5.733713368187454,Shrubland
51.6543009823889,-5.4775994270311,Shrubland
53.711648868183836,-0.21545386115593512,Shrubland
53.355619403129985,-3.7482106142776104,Forest
56.1733034843439,0.40032921953075196,Forest
50.9289947384267,-6.5872895101945375,Shrubland
54.224371042324435,-3.1064418475217073,Forest
54.84681017171821,-3.861132404608796,Heathland
56.507510203167804,-3.7640618808363606,Grassland
56.85389779390914,1.2244618458301293,Wetland
52.574433305575475,-2.212276109943602,Shrubland
54.78207133585731,-4.601054538110649,Wetland
55.68112207629768,-5.805220915425287,Shrubland
58.17108200376971,-6.1675702930159915,Wetland
54.47441057004035,-0.3166308158189626,Shrubland
56.82325348801631,1.5354061913710506,Grassland
50.949815965931364,-6.1915282294906895,Grassland
52.002123292094254,-5.070565470712888,Forest
51.550991397268646,-3.7281889080911146,Forest
55.37969885370489,-6.19741568753094,Forest
51.2170463608482,-4.29112303660366,Grassland
55.09764640465642,-2.9458941234441314,Forest
54.44591742933502,-7.092985879996084,Shrubland
50.32498928606167,-3.5401155447328936,Heathland
56.58775387756705,-2.402571216155394,Forest
52.48358732645001,-4.634111086958791,Forest
52.79794155160031,-7.239365469724511,Forest
52.799521961190415,-7.269063985146941,Grassland
51.737747811920435,-0.8117906213166988,Forest
58.39127220049521,-6.110567708556921,Grassland
52.95676885269951,-6.218943650029944,Wetland
52.52369789257304,-4.340257710727689,Heathland
57.68265223980766,-4.988593010362271,Wetland
53.98750415641654,-1.1140933483362323,Grassland
50.27607223067241,0.3555403018974497,Heathland
50.00333430823317,-6.4715906701052335,Forest
53.04190167458107,1.7517947787577342,Forest
54.39778555875457,1.418486247116956,Grassland
50.992398940273645,-1.0707263484798526,Grassland
51.42421567131238,-5.870898878147221,Forest
50.158012547694376,0.4378067653134128,Wetland
51.468510111712355,-5.2252809811080985,Forest
53.39487210687687,-4.917097814233413,Shrubland
55.83429373773671,0.4719893223329006,Heathland
53.41062665799885,0.9255963918583632,Forest
